name,word-precision,word-recall, word-fval,phrase-precision,phrase-recall, phrase-fval
2067.abstr,0.38,0.77,0.51,0.05,0.17,0.08
2068.abstr,0.33,0.63,0.43,0.05,0.11,0.07
2069.abstr,0.27,0.5,0.35,0.06,0.14,0.08
207.abstr,0.32,0.47,0.38,0.06,0.14,0.08
2070.abstr,0.39,0.6,0.47,0.21,0.36,0.27
208.abstr,0.12,0.21,0.15,0.05,0.13,0.07
2081.abstr,0.6,0.78,0.68,0.21,0.4,0.28
2082.abstr,0.32,0.5,0.39,0.0,0.0,0.0
2083.abstr,0.32,0.55,0.41,0.21,0.4,0.28
2084.abstr,0.37,0.65,0.47,0.15,0.43,0.22
2085.abstr,0.33,0.79,0.47,0.05,0.13,0.07
2086.abstr,0.66,0.6,0.63,0.05,0.05,0.05
2087.abstr,0.56,0.83,0.67,0.17,0.33,0.22
2088.abstr,0.58,0.58,0.58,0.21,0.24,0.22
2089.abstr,0.41,0.47,0.44,0.1,0.14,0.12
209.abstr,0.27,0.75,0.4,0.05,0.25,0.09
2090.abstr,0.71,0.85,0.77,0.21,0.38,0.27
2091.abstr,0.43,0.36,0.39,0.0,0.0,0.0
2092.abstr,0.59,0.38,0.46,0.2,0.19,0.2
2093.abstr,0.44,0.5,0.47,0.29,0.33,0.31
2094.abstr,0.41,0.69,0.51,0.12,0.29,0.17
2095.abstr,0.35,0.55,0.43,0.15,0.3,0.2
2096.abstr,0.37,0.68,0.48,0.15,0.3,0.2
2097.abstr,0.36,0.82,0.5,0.11,0.4,0.17
2098.abstr,0.25,0.54,0.34,0.05,0.14,0.08
2099.abstr,0.36,0.59,0.44,0.06,0.09,0.07
21.abstr,0.37,0.69,0.48,0.05,0.14,0.08
210.abstr,0.37,0.44,0.4,0.05,0.13,0.07
2100.abstr,0.25,0.63,0.36,0.0,0.0,0.0
2101.abstr,0.33,0.58,0.42,0.09,0.17,0.12
2102.abstr,0.27,0.35,0.31,0.11,0.2,0.14
2103.abstr,0.14,0.25,0.18,0.0,0.0,0.0
2104.abstr,0.33,0.73,0.46,0.15,0.3,0.2
2105.abstr,0.39,0.63,0.48,0.2,0.36,0.26
2106.abstr,0.2,0.21,0.21,0.06,0.09,0.07
2107.abstr,0.41,0.55,0.47,0.2,0.31,0.24
2108.abstr,0.41,0.62,0.49,0.0,0.0,0.0
2109.abstr,0.43,0.56,0.49,0.06,0.1,0.07
211.abstr,0.21,0.46,0.29,0.1,0.33,0.15
2110.abstr,0.46,0.69,0.55,0.22,0.4,0.29
2111.abstr,0.4,0.25,0.31,0.0,0.0,0.0
2112.abstr,0.32,0.5,0.39,0.05,0.13,0.07
2113.abstr,0.47,0.82,0.6,0.08,0.25,0.13
2114.abstr,0.35,0.78,0.48,0.13,0.4,0.19
2115.abstr,0.63,0.8,0.71,0.23,0.38,0.29
2116.abstr,0.48,0.57,0.52,0.1,0.18,0.13
2117.abstr,0.52,0.79,0.63,0.07,0.13,0.09
2118.abstr,0.6,0.67,0.63,0.33,0.6,0.43
2119.abstr,0.59,0.81,0.68,0.24,0.5,0.32
212.abstr,0.47,0.56,0.51,0.23,0.33,0.27
2120.abstr,0.41,0.64,0.5,0.14,0.4,0.21
2121.abstr,0.36,0.67,0.47,0.17,0.43,0.24
2122.abstr,0.6,0.88,0.71,0.21,0.43,0.29
2123.abstr,0.75,0.82,0.78,0.14,0.25,0.18
2124.abstr,0.38,0.67,0.48,0.07,0.17,0.1
2125.abstr,0.48,0.67,0.56,0.13,0.33,0.18
2126.abstr,0.73,0.85,0.79,0.0,0.0,0.0
2127.abstr,0.32,0.64,0.42,0.06,0.2,0.1
2128.abstr,0.74,0.89,0.81,0.25,0.3,0.27
2129.abstr,0.5,0.8,0.62,0.19,0.5,0.27
213.abstr,0.31,0.53,0.39,0.16,0.23,0.19
2130.abstr,0.68,0.81,0.74,0.25,0.43,0.32
2131.abstr,0.52,0.85,0.65,0.0,0.0,0.0
2132.abstr,0.65,0.83,0.73,0.13,0.25,0.17
2133.abstr,0.35,0.6,0.44,0.0,0.0,0.0
2134.abstr,0.62,0.65,0.63,0.18,0.3,0.22
2135.abstr,0.22,0.57,0.32,0.08,0.25,0.12
2136.abstr,0.29,0.75,0.41,0.17,0.6,0.26
2137.abstr,0.55,0.79,0.65,0.33,0.57,0.42
2138.abstr,0.77,0.71,0.74,0.11,0.17,0.13
